action,record_type,record_uuid,size_bytes,num_endpoints,num_config_rules,num_constraints,num_sub_services,num_sub_slices,time_requested,time_replied,time_notified,exec_time,event_delay
update,device,1eac13ad-7dd5-4521-82cc-e545763ff9bf,6330,8,3,,,,1685551076.3222632,1685551078.7130702,1685551078.7121944,2.3908069133758545,2.3899312019348145
delete,device,c596e0aa-a810-4b87-9228-565ffef37fd1,51041,24,42,,,,1685551078.7181509,1685551081.2907887,1685551081.2791078,2.5726377964019775,2.5609569549560547
update,slice,e42f303b-aeb8-4bbf-8c50-0bb86f9053c1,12241,2,5,3,2,0,1685551081.2985935,1685551083.7617385,1685551083.7515178,2.4631450176239014,2.4529242515563965
delete,service,fcc06dc3-937d-498a-a486-2a4418ef58eb,7961,2,5,3,,,1685551083.7622745,1685551086.062819,1685551086.0593507,2.300544500350952,2.2970762252807617
create,slice,bb5a8ae3-8749-4939-97b8-5f680f05fb46,9655,2,5,3,2,0,1685551086.0710185,1685551088.581565,1685551088.536543,2.5105464458465576,2.465524435043335
update,slice,4a316935-9f81-40e2-8878-37199401e6dd,10978,2,5,3,2,2,1685551088.5882127,1685551091.0378366,1685551091.047471,2.4496238231658936,2.4592583179473877
create,device,c9df9a12-949c-4fd0-bb96-718a179dbb7b,77722,10,69,,,,1685551091.095762,1685551094.0755339,1685551094.0409744,2.979771852493286,2.9452123641967773
update,link,43898698-7edd-4a04-ab88-45af1295ed15,741,2,,,,,1685551094.075942,1685551096.318223,1685551096.3134317,2.242280960083008,2.237489700317383
update,link,43898698-7edd-4a04-ab88-45af1295ed15,741,2,,,,,1685551390.5811176,1685551392.8361735,1685551392.825276,2.2550559043884277,2.2441582679748535
update,link,43898698-7edd-4a04-ab88-45af1295ed15,741,2,,,,,1685551487.0917053,1685551489.3387525,1685551489.3385303,2.247047185897827,2.2468249797821045
update,link,43898698-7edd-4a04-ab88-45af1295ed15,741,2,,,,,1685551606.7098973,1685551608.991131,1685551608.944087,2.281233787536621,2.234189748764038
get,service,121fde2b-12b1-492d-bed7-8551ff80fc5a,7374,2,5,3,,,1685551098.7238996,1685551098.851284,,0.12738442420959473,
get,service,121fde2b-12b1-492d-bed7-8551ff80fc5a,7374,2,5,3,,,1685551168.0339608,1685551168.169178,,0.13521718978881836,
create,link,edf1bb76-a88d-4d01-8fd2-4fbfe5b7d4b1,741,2,,,,,1685551098.851918,1685551101.0909758,1685551101.0882342,2.239057779312134,2.236316204071045
create,service,9f96269c-7083-410f-bc64-0cacfc81c168,10158,2,5,3,,,1685551101.0983913,1685551103.5484116,1685551103.536364,2.4500203132629395,2.4379727840423584
update,device,e5e07f20-e201-42c1-a0f3-664fa4b37c3c,101555,33,83,,,,1685551103.599949,1685551106.6888504,1685551106.6594923,3.0889015197753906,3.0595433712005615
update,device,e5e07f20-e201-42c1-a0f3-664fa4b37c3c,24989,14,18,,,,1685551324.967153,1685551327.5649948,1685551327.5497906,2.597841739654541,2.5826375484466553
update,device,e5e07f20-e201-42c1-a0f3-664fa4b37c3c,35775,41,17,,,,1685551576.1691024,1685551578.916384,1685551578.850844,2.747281551361084,2.68174147605896
update,device,e5e07f20-e201-42c1-a0f3-664fa4b37c3c,53508,8,48,,,,1685551771.8049657,1685551774.8310966,1685551774.7745793,3.0261309146881104,2.969613552093506
delete,link,d271bc58-52fb-425d-8802-2f97d0dd0354,741,2,,,,,1685551106.6893628,1685551108.9582365,1685551108.952597,2.268873691558838,2.2632341384887695
get,link,e3fa60ea-e185-4563-ad59-0a42b4858aaf,741,2,,,,,1685551108.9591107,1685551109.0346596,,0.07554888725280762,
delete,slice,ebc7e640-262c-4ff8-8d45-ce9c8186c03b,9828,2,5,3,2,1,1685551109.0350494,1685551111.3891165,1685551111.388523,2.354067087173462,2.353473663330078
delete,device,1eac13ad-7dd5-4521-82cc-e545763ff9bf,6330,8,3,,,,1685551111.5288866,1685551113.8660412,1685551113.865654,2.3371546268463135,2.3367674350738525
delete,device,6714973a-47d2-42ea-b3ae-d534417ef4a1,71122,31,52,,,,1685551114.150065,1685551116.801233,1685551116.7788608,2.65116810798645,2.628795862197876
delete,link,e3fa60ea-e185-4563-ad59-0a42b4858aaf,741,2,,,,,1685551116.8016555,1685551119.0347202,1685551119.031394,2.233064651489258,2.229738473892212
create,device,33089993-aeef-4d8c-ad60-5189a221e9f8,87416,17,75,,,,1685551119.074919,1685551122.0522056,1685551122.0247648,2.9772865772247314,2.949845790863037
delete,slice,97c0691f-9e69-4798-8fb2-65f6802f1d1d,10534,2,5,3,1,2,1685551122.052588,1685551124.4228058,1685551124.4226174,2.370217800140381,2.3700294494628906
create,link,474fe471-5d27-4b7b-9cb1-e8295ed7ec95,741,2,,,,,1685551124.6793075,1685551126.9135673,1685551126.913234,2.234259843826294,2.23392653465271
update,link,474fe471-5d27-4b7b-9cb1-e8295ed7ec95,741,2,,,,,1685551127.0482147,1685551129.2998757,1685551129.2938302,2.2516610622406006,2.2456154823303223
update,link,474fe471-5d27-4b7b-9cb1-e8295ed7ec95,741,2,,,,,1685551343.1246603,1685551345.3745406,1685551345.3742745,2.249880313873291,2.2496142387390137
update,link,474fe471-5d27-4b7b-9cb1-e8295ed7ec95,741,2,,,,,1685551726.857911,1685551729.102966,1685551729.1035395,2.2450549602508545,2.2456283569335938
create,service,041f8439-8b83-4ec1-a095-05c3fde21822,11513,2,5,3,,,1685551129.310697,1685551131.757018,1685551131.746283,2.4463210105895996,2.4355859756469727
get,link,474fe471-5d27-4b7b-9cb1-e8295ed7ec95,741,2,,,,,1685551131.7571328,1685551131.8260236,,0.06889081001281738,
delete,service,b20eeba9-3a19-4130-b0a7-13f1520790c6,10456,2,5,3,,,1685551134.342288,1685551136.6928432,1685551136.692328,2.350555181503296,2.3500399589538574
create,slice,1f43294e-5952-4538-9073-9c9b1fcb1390,12182,2,5,3,2,0,1685551136.707601,1685551139.156556,1685551139.1492457,2.4489548206329346,2.4416446685791016
update,link,ab43712d-900f-488c-ac48-880395bf52dc,741,2,,,,,1685551144.6201327,1685551146.864299,1685551146.8593445,2.244166374206543,2.2392117977142334
delete,link,ab0a2537-843e-4791-bb67-4cfae09223dc,741,2,,,,,1685551146.8644767,1685551149.1518836,1685551149.1487336,2.2874069213867188,2.284256935119629
create,link,afb6d250-a98a-4088-bcd5-63bea1e13123,741,2,,,,,1685551151.6820338,1685551153.9756095,1685551153.9255483,2.2935757637023926,2.2435145378112793
get,device,a56a75be-fe66-4688-9fc7-91b60a51ef2a,67573,13,59,,,,1685551153.975702,1685551154.2987778,,0.3230757713317871,
create,device,376c39c4-9d47-40a8-b998-79c9c82ea21e,55992,7,49,,,,1685551154.3253698,1685551157.2650995,1685551157.216328,2.939729690551758,2.890958070755005
create,slice,ef71a6d9-f2b1-48d1-885a-1502b7b10add,10357,2,5,3,1,1,1685551157.2704248,1685551159.7234683,1685551159.7073457,2.4530434608459473,2.4369208812713623
delete,service,aec0c495-d56f-4212-8801-e192a345fdae,9117,2,5,3,,,1685551159.7240422,1685551162.0885694,1685551162.086151,2.3645272254943848,2.3621087074279785
update,device,1d03df33-0ddb-4aff-82e3-622ecd9c8e40,109041,36,85,,,,1685551162.1503305,1685551165.3201864,1685551165.2788942,3.169855833053589,3.128563642501831
delete,device,af25e5f0-f8b9-4ca8-85bf-4e829b7f425f,110912,14,94,,,,1685551165.3242235,1685551168.0332582,1685551168.0234919,2.7090346813201904,2.699268341064453
delete,slice,1f43294e-5952-4538-9073-9c9b1fcb1390,12182,2,5,3,2,0,1685551170.6155791,1685551173.0285428,1685551173.028203,2.412963628768921,2.412623882293701
get,slice,3a0a64c6-88ef-4d25-ac3b-b57daf8b18ad,9795,2,5,3,1,0,1685551173.030902,1685551173.1619985,,0.13109660148620605,
get,slice,3a0a64c6-88ef-4d25-ac3b-b57daf8b18ad,9795,2,5,3,1,0,1685551352.5497074,1685551352.6810014,,0.13129401206970215,
create,service,933510c4-fb08-46d3-9600-7a28e228b8d5,8241,2,5,3,,,1685551173.1667125,1685551175.5683215,1685551175.5525565,2.401608943939209,2.3858439922332764
delete,service,491ad418-1d73-4876-999c-de4920311f14,8225,2,5,3,,,1685551175.7079546,1685551178.014199,1685551178.0138419,2.306244373321533,2.305887222290039
delete,link,afb6d250-a98a-4088-bcd5-63bea1e13123,741,2,,,,,1685551178.0145624,1685551180.25144,1685551180.246041,2.236877679824829,2.231478691101074
create,slice,cf38d9ce-7eb4-4074-aa11-a5443d596f72,10439,2,5,3,1,1,1685551180.257205,1685551182.7112312,1685551182.6993806,2.454026222229004,2.4421756267547607
update,service,681e1b10-7724-40b8-a396-916e7359b7cd,10397,2,5,3,,,1685551182.7246606,1685551185.1710958,1685551185.1658485,2.4464352130889893,2.441187858581543
delete,slice,bb5a8ae3-8749-4939-97b8-5f680f05fb46,9655,2,5,3,2,0,1685551185.171763,1685551187.5456827,1685551187.5453153,2.373919725418091,2.3735523223876953
get,device,fd95a500-09e9-4a5f-b2ab-e79c3f81cffb,106217,11,92,,,,1685551187.6799996,1685551187.9345164,,0.2545168399810791,
get,device,fd95a500-09e9-4a5f-b2ab-e79c3f81cffb,106217,11,92,,,,1685551297.5274222,1685551297.88445,,0.3570277690887451,
get,device,fd95a500-09e9-4a5f-b2ab-e79c3f81cffb,106217,11,92,,,,1685551726.5310822,1685551726.8569076,,0.32582545280456543,
update,slice,ef71a6d9-f2b1-48d1-885a-1502b7b10add,9156,2,5,3,0,0,1685551187.9425037,1685551190.348355,1685551190.3418138,2.405851364135742,2.3993101119995117
delete,device,b522fa4b-ead4-4e0e-998f-5590367daacd,33037,2,31,,,,1685551193.2525976,1685551195.7644157,1685551195.7466073,2.5118181705474854,2.4940097332000732
create,link,e6823019-59c8-48e7-8bcb-618d78665657,741,2,,,,,1685551195.7650208,1685551198.0152738,1685551198.0139916,2.2502529621124268,2.2489707469940186
create,service,58f28406-9b65-4299-932e-8ae7e00d3904,9549,2,5,3,,,1685551198.026738,1685551200.4679391,1685551200.4674664,2.4412012100219727,2.4407284259796143
create,device,4f0b1639-7122-4534-a9ab-699ce8ae7618,35559,38,18,,,,1685551200.484419,1685551203.1215374,1685551203.1117747,2.637118339538574,2.6273555755615234
get,link,d84ff26e-fdbc-44db-bc2a-7e2367eb96b5,741,2,,,,,1685551205.3660128,1685551205.436529,,0.07051610946655273,
get,link,d84ff26e-fdbc-44db-bc2a-7e2367eb96b5,741,2,,,,,1685551352.4764786,1685551352.547547,,0.07106852531433105,
get,link,d84ff26e-fdbc-44db-bc2a-7e2367eb96b5,741,2,,,,,1685551482.4186738,1685551482.4910793,,0.07240557670593262,
get,link,d84ff26e-fdbc-44db-bc2a-7e2367eb96b5,741,2,,,,,1685551567.9827337,1685551568.0621638,,0.07943010330200195,
get,link,d84ff26e-fdbc-44db-bc2a-7e2367eb96b5,741,2,,,,,1685551622.1353993,1685551622.214219,,0.07881975173950195,
get,link,d84ff26e-fdbc-44db-bc2a-7e2367eb96b5,741,2,,,,,1685551708.6989,1685551708.7703378,,0.07143783569335938,
create,service,9fb249dd-ed50-424f-baaa-44e906102f3e,9371,2,5,3,,,1685551205.4407501,1685551207.8984282,1685551207.883702,2.4576780796051025,2.4429519176483154
get,link,251c4999-632c-4540-aabb-1f1f1d389f61,741,2,,,,,1685551207.8985238,1685551207.9689634,,0.07043957710266113,
get,link,251c4999-632c-4540-aabb-1f1f1d389f61,741,2,,,,,1685551398.1363742,1685551398.206528,,0.07015371322631836,
update,device,4c1bee88-fe05-4485-8e2a-e60f7889e7d7,100791,7,95,,,,1685551210.2784705,1685551213.4280608,1685551213.348967,3.149590253829956,3.0704965591430664
update,service,67113fa5-aaa7-49ae-bc4f-12876c7ed46f,11410,2,5,3,,,1685551213.439256,1685551215.9055998,1685551215.8961265,2.466343879699707,2.4568705558776855
update,service,67113fa5-aaa7-49ae-bc4f-12876c7ed46f,11164,2,5,3,,,1685551345.381415,1685551347.8626506,1685551347.842848,2.4812357425689697,2.461433172225952
delete,slice,eb68b280-9e62-42d8-ba6b-2a5f80ec9762,10675,2,5,3,0,2,1685551216.0405622,1685551218.4098673,1685551218.4010494,2.36930513381958,2.360487222671509
create,device,02c68b2c-4208-4918-93d8-e5ec14de64b4,73302,18,63,,,,1685551218.450173,1685551221.3762248,1685551221.3207505,2.9260518550872803,2.870577573776245
delete,link,e6823019-59c8-48e7-8bcb-618d78665657,741,2,,,,,1685551221.3766782,1685551223.6295578,1685551223.626885,2.2528796195983887,2.250206708908081
delete,device,4f0b1639-7122-4534-a9ab-699ce8ae7618,35559,38,18,,,,1685551223.6315763,1685551226.138714,1685551226.1292768,2.5071377754211426,2.4977004528045654
update,slice,ed2d612d-ad79-4799-aab7-834fee76f306,10934,2,5,3,1,1,1685551226.1448503,1685551228.5926435,1685551228.584484,2.4477932453155518,2.439633846282959
create,slice,ade47eb3-a986-491e-bb68-7393ae428868,11289,2,5,3,1,0,1685551228.5985856,1685551231.0482337,1685551231.0459278,2.449648141860962,2.4473421573638916
create,link,03ca7f44-b8be-4ddf-9177-83ecfa329843,741,2,,,,,1685551231.0500784,1685551233.3036618,1685551233.299119,2.2535834312438965,2.2490406036376953
delete,service,58f28406-9b65-4299-932e-8ae7e00d3904,9549,2,5,3,,,1685551233.3041143,1685551235.716602,1685551235.716265,2.412487745285034,2.4121506214141846
get,slice,ed2d612d-ad79-4799-aab7-834fee76f306,10934,2,5,3,1,1,1685551235.7167494,1685551235.8618379,,0.14508843421936035,
get,slice,ed2d612d-ad79-4799-aab7-834fee76f306,10934,2,5,3,1,1,1685551249.9623713,1685551250.0416787,,0.07930731773376465,
get,device,4989d9ae-43e0-4110-8b25-11b168b541a3,49773,30,33,,,,1685551235.8621478,1685551236.0823028,,0.2201550006866455,
update,device,c9df9a12-949c-4fd0-bb96-718a179dbb7b,107977,39,87,,,,1685551238.601285,1685551241.784927,1685551241.6374726,3.1836419105529785,3.0361876487731934
delete,link,03ca7f44-b8be-4ddf-9177-83ecfa329843,741,2,,,,,1685551241.785569,1685551244.1250288,1685551244.1309018,2.3394598960876465,2.3453328609466553
create,device,9475a253-069e-4891-869e-b33cd8f1e0ac,88806,3,81,,,,1685551244.1850367,1685551247.155644,1685551247.1181893,2.970607280731201,2.933152675628662
create,service,b375fe03-fe5a-4f26-8758-a2d5a4fa9c72,10077,2,5,3,,,1685551247.1613724,1685551249.6255748,1685551249.614613,2.464202404022217,2.4532406330108643
get,device,376c39c4-9d47-40a8-b998-79c9c82ea21e,55992,7,49,,,,1685551249.7607484,1685551249.9618976,,0.20114922523498535,
update,service,752530af-28c0-49fc-b448-7d07219a0950,10365,2,5,3,,,1685551252.2859185,1685551254.846995,1685551254.768498,2.5610766410827637,2.482579469680786
update,service,752530af-28c0-49fc-b448-7d07219a0950,8791,2,5,3,,,1685551276.8495903,1685551279.2670283,1685551279.2268806,2.41743803024292,2.3772902488708496
update,service,752530af-28c0-49fc-b448-7d07219a0950,8805,2,5,3,,,1685551724.1486356,1685551726.5309641,1685551726.525823,2.382328510284424,2.377187490463257
delete,slice,b19ee639-29c1-465c-a1be-6dccb456ee68,12393,2,5,3,2,0,1685551254.8474452,1685551257.2675445,1685551257.2595348,2.4200992584228516,2.4120895862579346
create,slice,cc0e831a-b232-48ae-8cce-92ea8fe7795f,9459,2,5,3,2,1,1685551257.2752502,1685551259.7326071,1685551259.7221115,2.4573569297790527,2.4468612670898438
delete,service,08a939f5-96c5-4cf5-9600-8dda7db9540b,8674,2,5,3,,,1685551259.7331388,1685551262.0980496,1685551262.090705,2.364910840988159,2.3575661182403564
create,link,dc782406-81bc-48c3-a691-757af32e3fe2,741,2,,,,,1685551262.0986078,1685551264.3458612,1685551264.3417497,2.24725341796875,2.2431418895721436
get,link,c1c6862c-53a9-4c2e-b7ed-48c924dbbe75,741,2,,,,,1685551264.345956,1685551264.4159586,,0.07000255584716797,
delete,device,4c1bee88-fe05-4485-8e2a-e60f7889e7d7,100791,7,95,,,,1685551264.4182336,1685551267.1158817,1685551267.0873792,2.697648048400879,2.6691455841064453
delete,service,121fde2b-12b1-492d-bed7-8551ff80fc5a,7374,2,5,3,,,1685551267.1191592,1685551269.424344,1685551269.4240496,2.305184841156006,2.3048903942108154
update,link,251c4999-632c-4540-aabb-1f1f1d389f61,741,2,,,,,1685551269.424924,1685551271.6607769,1685551271.6599889,2.2358529567718506,2.23506498336792
get,slice,e42f303b-aeb8-4bbf-8c50-0bb86f9053c1,12241,2,5,3,2,0,1685551274.1123211,1685551274.2550733,,0.14275217056274414,
create,link,539ad2ef-e175-4086-99a0-fa0163f268ad,741,2,,,,,1685551274.2571764,1685551276.497076,1685551276.4918675,2.2398996353149414,2.2346911430358887
get,device,329e4372-2a63-40b9-8648-33a673ab8362,59081,5,51,,,,1685551276.4984086,1685551276.7681234,,0.2697148323059082,
get,device,329e4372-2a63-40b9-8648-33a673ab8362,59081,5,51,,,,1685551367.486235,1685551367.7631238,,0.2768888473510742,
get,device,329e4372-2a63-40b9-8648-33a673ab8362,59081,5,51,,,,1685551482.1461987,1685551482.416746,,0.27054715156555176,
get,service,933510c4-fb08-46d3-9600-7a28e228b8d5,8241,2,5,3,,,1685551276.7685475,1685551276.8460364,,0.07748889923095703,
create,slice,ad536e1a-4519-4493-a330-8f3a53a15a3b,11438,2,5,3,1,2,1685551282.2418928,1685551284.6982098,1685551284.6855793,2.4563169479370117,2.4436864852905273
get,link,ab43712d-900f-488c-ac48-880395bf52dc,741,2,,,,,1685551284.6994898,1685551284.7696915,,0.07020163536071777,
delete,link,ab43712d-900f-488c-ac48-880395bf52dc,741,2,,,,,1685551284.770334,1685551287.006848,1685551287.001667,2.236514091491699,2.231333017349243
delete,device,33089993-aeef-4d8c-ad60-5189a221e9f8,87416,17,75,,,,1685551287.009883,1685551289.735129,1685551289.7299073,2.7252461910247803,2.720024347305298
create,service,0f5073d4-0741-45e8-8337-d99ed4d0ecc1,9596,2,5,3,,,1685551289.7417798,1685551292.204548,1685551292.19842,2.462768077850342,2.4566402435302734
delete,slice,4a316935-9f81-40e2-8878-37199401e6dd,10978,2,5,3,2,2,1685551292.2050424,1685551294.576025,1685551294.56895,2.3709826469421387,2.3639075756073
create,device,2275c9d6-6168-4b3f-8951-ef62ae0548f3,63552,21,48,,,,1685551294.6120334,1685551297.5272439,1685551297.4985523,2.915210485458374,2.886518955230713
delete,link,222ed7f2-09a2-4e77-bf8c-695277d91ebc,741,2,,,,,1685551297.8856313,1685551300.1310863,1685551300.1249862,2.245455026626587,2.2393548488616943
create,link,1c444dcf-db18-433f-944d-f73dc1978115,741,2,,,,,1685551300.1316469,1685551302.3709228,1685551302.3630373,2.2392759323120117,2.2313904762268066
create,service,d7fa2455-534b-472e-95c5-89ceed522ece,9703,2,5,3,,,1685551302.3772166,1685551304.8190904,1685551304.8122375,2.441873788833618,2.435020923614502
delete,device,a56a75be-fe66-4688-9fc7-91b60a51ef2a,67573,13,59,,,,1685551309.542323,1685551312.185087,1685551312.1341443,2.64276385307312,2.5918211936950684
create,slice,cd1ec95b-61af-469f-91a4-fdf9caa984f3,9615,2,5,3,1,0,1685551312.1917393,1685551314.623874,1685551314.6236322,2.4321346282958984,2.4318928718566895
delete,service,9f96269c-7083-410f-bc64-0cacfc81c168,10158,2,5,3,,,1685551314.6244392,1685551317.0001547,1685551316.9948077,2.375715494155884,2.370368480682373
get,service,62890510-9312-4e39-96df-77f1427baf2d,10265,2,5,3,,,1685551317.0015557,1685551317.133899,,0.13234329223632812,
get,link,539ad2ef-e175-4086-99a0-fa0163f268ad,741,2,,,,,1685551317.1341205,1685551317.2078276,,0.07370710372924805,
create,device,6ed0e486-66ee-4f28-862a-9b2079ec9cc1,60607,24,48,,,,1685551317.238815,1685551320.1203494,1685551320.10922,2.8815343379974365,2.8704049587249756
delete,slice,e51e01ed-26a9-4b12-bbf4-630883d84858,10739,2,5,3,0,0,1685551322.5837955,1685551324.9533503,1685551324.9506843,2.3695547580718994,2.3668887615203857
delete,device,9475a253-069e-4891-869e-b33cd8f1e0ac,88806,3,81,,,,1685551327.7166095,1685551330.5208552,1685551330.4713328,2.804245710372925,2.754723310470581
delete,slice,b0370781-5334-48f8-bdcc-780f8e6c6dba,10993,2,5,3,2,2,1685551330.5218103,1685551332.9049048,1685551332.904622,2.383094549179077,2.3828117847442627
update,slice,ade47eb3-a986-491e-bb68-7393ae428868,9416,2,5,3,2,2,1685551333.2288036,1685551335.6785803,1685551335.6734025,2.4497766494750977,2.444598913192749
create,service,aad044fa-78f1-4da4-a8e2-8567650ff589,9536,2,5,3,,,1685551335.6835399,1685551338.1324997,1685551338.133136,2.4489598274230957,2.4495961666107178
create,slice,2e7867d1-69a7-4ccf-95a9-1a28c6e065c3,9222,2,5,3,0,2,1685551338.2693503,1685551340.6549122,1685551340.646899,2.385561943054199,2.3775486946105957
create,device,5aeb555e-a8c5-4b2f-9a8b-bb68c3f7f7d8,11818,7,9,,,,1685551340.661342,1685551343.1232452,1685551343.1170259,2.4619033336639404,2.455683946609497
delete,link,5214f0ae-c140-4494-8208-b7c1e27fb05a,741,2,,,,,1685551347.862848,1685551350.1184647,1685551350.116094,2.2556166648864746,2.2532460689544678
delete,service,1f9516ef-3cd2-491b-b8b8-e89745848e31,9490,2,5,3,,,1685551350.1188097,1685551352.4764009,1685551352.4761765,2.357591152191162,2.3573668003082275
create,link,05a46953-3672-4de5-ab94-cdb88627b3aa,741,2,,,,,1685551352.6814842,1685551354.9194255,1685551354.9184012,2.237941265106201,2.236917018890381
delete,service,4cf798e2-733b-4a43-8d9a-4d2236c2edbf,9508,2,5,3,,,1685551358.0964293,1685551360.4856372,1685551360.4786456,2.3892078399658203,2.382216215133667
create,link,b67eca1d-03e1-4078-967c-1fffbd270b84,741,2,,,,,1685551360.4862864,1685551362.7347093,1685551362.730962,2.248422861099243,2.244675636291504
create,service,cb73abe5-84a5-4b3e-a1b7-5e3ace45dc7c,9425,2,5,3,,,1685551365.002494,1685551367.4861193,1685551367.475817,2.4836251735687256,2.473322868347168
delete,device,1d03df33-0ddb-4aff-82e3-622ecd9c8e40,109041,36,85,,,,1685551367.7661593,1685551370.4756503,1685551370.4563422,2.709491014480591,2.69018292427063
delete,slice,b896872d-ef15-4dbb-8543-b62da06a338c,10854,2,5,3,1,1,1685551370.476395,1685551372.8439322,1685551372.8387375,2.367537260055542,2.362342596054077
create,device,7a90dab6-97dc-4399-a013-d1ded9787446,17366,23,7,,,,1685551372.854553,1685551375.3801086,1685551375.3597996,2.5255556106567383,2.505246639251709
update,slice,cf38d9ce-7eb4-4074-aa11-a5443d596f72,12834,2,5,3,1,1,1685551375.3874826,1685551377.9022198,1685551377.8624434,2.514737129211426,2.4749608039855957
update,service,0f5073d4-0741-45e8-8337-d99ed4d0ecc1,10369,2,5,3,,,1685551377.909942,1685551380.4035032,1685551380.3976176,2.493561267852783,2.487675666809082
delete,link,b67eca1d-03e1-4078-967c-1fffbd270b84,741,2,,,,,1685551380.4040244,1685551382.6501513,1685551382.6505866,2.246126890182495,2.2465622425079346
get,service,041f8439-8b83-4ec1-a095-05c3fde21822,11513,2,5,3,,,1685551385.528076,1685551385.6622224,,0.13414645195007324,
get,service,041f8439-8b83-4ec1-a095-05c3fde21822,7956,2,5,3,,,1685551718.6226852,1685551718.7512643,,0.12857913970947266,
create,slice,9b729fad-649c-4e01-b932-5b8206d94a0e,9853,2,5,3,2,0,1685551385.668887,1685551388.1958911,1685551388.1488056,2.5270042419433594,2.4799187183380127
update,service,9d4c6848-4b70-48a5-a6d8-78c09acd1770,8912,2,5,3,,,1685551388.200959,1685551390.5795894,1685551390.5729656,2.3786303997039795,2.37200665473938
update,service,9d4c6848-4b70-48a5-a6d8-78c09acd1770,9773,2,5,3,,,1685551604.2542865,1685551606.7095609,1685551606.6982589,2.4552743434906006,2.44397234916687
delete,service,67113fa5-aaa7-49ae-bc4f-12876c7ed46f,11164,2,5,3,,,1685551392.8365586,1685551395.2000525,1685551395.1988785,2.3634939193725586,2.3623199462890625
delete,device,02c68b2c-4208-4918-93d8-e5ec14de64b4,73302,18,63,,,,1685551395.2026846,1685551397.8567877,1685551397.8506439,2.6541030406951904,2.6479592323303223
update,device,376c39c4-9d47-40a8-b998-79c9c82ea21e,94419,38,69,,,,1685551398.2849963,1685551401.346289,1685551401.2677772,3.0612926483154297,2.982780933380127
delete,link,610fb821-120d-4846-a650-194e83c8222a,741,2,,,,,1685551401.346585,1685551403.610023,1685551403.6096816,2.2634379863739014,2.263096570968628
get,service,681e1b10-7724-40b8-a396-916e7359b7cd,10397,2,5,3,,,1685551403.610138,1685551403.8087847,,0.19864678382873535,
delete,slice,872e88d0-6974-4446-92e7-df91712483d2,8372,2,5,3,0,1,1685551403.8098118,1685551406.1561592,1685551406.1559658,2.3463473320007324,2.346153974533081
create,slice,66b71048-a49f-425b-b03b-82cd89c07e9e,10528,2,5,3,1,0,1685551406.1625793,1685551408.6758769,1685551408.6188529,2.5132975578308105,2.4562735557556152
create,device,520d566f-dba1-4f5d-977f-93f66bf63dcd,47097,29,31,,,,1685551408.706491,1685551411.5138757,1685551411.4604747,2.807384729385376,2.753983736038208
create,link,8845bb56-7159-4482-a5ea-4cc28deabca2,741,2,,,,,1685551411.5216057,1685551413.7718976,1685551413.7714977,2.2502918243408203,2.249891996383667
update,slice,ad536e1a-4519-4493-a330-8f3a53a15a3b,8762,2,5,3,2,0,1685551413.777119,1685551416.1607318,1685551416.1513839,2.383612871170044,2.37426495552063
create,service,22ba0737-ff9c-4f6a-9817-e45826b18ab4,9339,2,5,3,,,1685551416.3144727,1685551418.7649317,1685551418.7561243,2.4504590034484863,2.4416515827178955
delete,service,22ba0737-ff9c-4f6a-9817-e45826b18ab4,9339,2,5,3,,,1685551418.767797,1685551421.150421,1685551421.148976,2.3826239109039307,2.381179094314575
create,slice,b6d976ba-b9e4-4572-9050-33a39ab33373,9184,2,5,3,1,2,1685551421.1553304,1685551423.6168668,1685551423.606809,2.461536407470703,2.4514784812927246
get,link,1c444dcf-db18-433f-944d-f73dc1978115,741,2,,,,,1685551423.6169405,1685551423.7620525,,0.1451120376586914,
delete,device,29307113-40ef-4c18-9868-4efc15177df9,21494,24,11,,,,1685551423.7633336,1685551426.1448393,1685551426.142926,2.3815057277679443,2.3795924186706543
get,service,66c43203-5031-4330-b8d5-f591c91330e8,10707,2,5,3,,,1685551428.551451,1685551428.68272,,0.13126897811889648,
create,device,665d2a49-404e-4216-9b3a-7047dcdd6fa6,36676,33,21,,,,1685551431.0611787,1685551433.730532,1685551433.7121716,2.6693532466888428,2.6509928703308105
delete,link,05a46953-3672-4de5-ab94-cdb88627b3aa,741,2,,,,,1685551433.7308397,1685551435.9798548,1685551435.9711676,2.2490150928497314,2.240327835083008
delete,slice,0e8a1e08-b8e0-43a9-bf5f-3a057e952792,10181,2,5,3,2,0,1685551435.981311,1685551438.343563,1685551438.3432102,2.3622519969940186,2.3618991374969482
create,link,093496a1-14d3-4fb3-813b-8576d9d8023a,741,2,,,,,1685551438.4792423,1685551440.715077,1685551440.7147005,2.2358345985412598,2.2354581356048584
create,service,67c4f4bb-4833-482f-a46f-825748cb69d5,10273,2,5,3,,,1685551440.7198515,1685551443.2150211,1685551443.203488,2.4951696395874023,2.4836366176605225
update,device,520d566f-dba1-4f5d-977f-93f66bf63dcd,93414,29,74,,,,1685551445.7242947,1685551448.7525005,1685551448.6739976,3.0282058715820312,2.9497029781341553
update,device,520d566f-dba1-4f5d-977f-93f66bf63dcd,38034,3,33,,,,1685551685.7061577,1685551688.4453049,1685551688.3847296,2.739147186279297,2.678571939468384
delete,service,66c43203-5031-4330-b8d5-f591c91330e8,10707,2,5,3,,,1685551448.7534246,1685551451.1153271,1685551451.1178272,2.3619024753570557,2.3644025325775146
